Source, Target, Type, Id, Weight
2, 1, Directed, 1, 1
4, 1, Directed, 2, 1
6, 1, Directed, 3, 1
7, 1, Directed, 4, 1
10, 1, Directed, 5, 1
11, 1, Directed, 6, 1
12, 1, Directed, 7, 1
13, 1, Directed, 8, 1
18, 1, Directed, 9, 3
19, 1, Directed, 10, 3
21, 1, Directed, 11, 3
23, 1, Directed, 12, 3
24, 1, Directed, 13, 3
25, 1, Directed, 14, 3
26, 1, Directed, 15, 3
3, 2, Directed, 16, 1
5, 2, Directed, 17, 1
6, 2, Directed, 18, 1
7, 2, Directed, 19, 1
12, 2, Directed, 20, 1
13, 2, Directed, 21, 1
15, 2, Directed, 22, 3
23, 2, Directed, 23, 3
7, 3, Directed, 24, 1
8, 3, Directed, 25, 1
9, 3, Directed, 26, 1
11, 3, Directed, 27, 1
12, 3, Directed, 28, 1
14, 3, Directed, 29, 1
17, 3, Directed, 30, 3
19, 3, Directed, 31, 3
20, 3, Directed, 32, 3
24, 3, Directed, 33, 3
26, 3, Directed, 34, 3
3, 4, Directed, 35, 1
11, 4, Directed, 36, 1
12, 4, Directed, 37, 1
17, 4, Directed, 38, 3
18, 4, Directed, 39, 3
19, 4, Directed, 40, 3
22, 4, Directed, 41, 3
26, 4, Directed, 42, 3
1, 5, Directed, 43, 1
3, 5, Directed, 44, 1
7, 5, Directed, 45, 1
8, 5, Directed, 46, 1
9, 5, Directed, 47, 1
14, 5, Directed, 48, 1
18, 5, Directed, 49, 3
22, 5, Directed, 50, 3
23, 5, Directed, 51, 3
24, 5, Directed, 52, 3
26, 5, Directed, 53, 3
1, 6, Directed, 54, 1
13, 6, Directed, 55, 1
15, 6, Directed, 56, 3
18, 6, Directed, 57, 3
22, 6, Directed, 58, 3
24, 6, Directed, 59, 3
25, 6, Directed, 60, 3
1, 7, Directed, 61, 1
9, 7, Directed, 62, 1
10, 7, Directed, 63, 1
11, 7, Directed, 64, 1
13, 7, Directed, 65, 1
14, 7, Directed, 66, 1
15, 7, Directed, 67, 3
17, 7, Directed, 68, 3
24, 7, Directed, 69, 3
25, 7, Directed, 70, 3
26, 7, Directed, 71, 3
2, 8, Directed, 72, 1
3, 8, Directed, 73, 1
5, 8, Directed, 74, 1
6, 8, Directed, 75, 1
9, 8, Directed, 76, 1
10, 8, Directed, 77, 1
16, 8, Directed, 78, 3
17, 8, Directed, 79, 3
18, 8, Directed, 80, 3
21, 8, Directed, 81, 3
22, 8, Directed, 82, 3
24, 8, Directed, 83, 3
2, 9, Directed, 84, 1
6, 9, Directed, 85, 1
12, 9, Directed, 86, 1
13, 9, Directed, 87, 1
14, 9, Directed, 88, 1
16, 9, Directed, 89, 3
20, 9, Directed, 90, 3
22, 9, Directed, 91, 3
24, 9, Directed, 92, 3
26, 9, Directed, 93, 3
3, 10, Directed, 94, 1
8, 10, Directed, 95, 1
11, 10, Directed, 96, 1
13, 10, Directed, 97, 1
14, 10, Directed, 98, 1
16, 10, Directed, 99, 3
21, 10, Directed, 100, 3
22, 10, Directed, 101, 3
23, 10, Directed, 102, 3
24, 10, Directed, 103, 3
26, 10, Directed, 104, 3
1, 11, Directed, 105, 1
2, 11, Directed, 106, 1
3, 11, Directed, 107, 1
8, 11, Directed, 108, 1
10, 11, Directed, 109, 1
19, 11, Directed, 110, 3
22, 11, Directed, 111, 3
23, 11, Directed, 112, 3
24, 11, Directed, 113, 3
25, 11, Directed, 114, 3
26, 11, Directed, 115, 3
2, 12, Directed, 116, 1
7, 12, Directed, 117, 1
10, 12, Directed, 118, 1
11, 12, Directed, 119, 1
13, 12, Directed, 120, 1
21, 12, Directed, 121, 3
22, 12, Directed, 122, 3
24, 12, Directed, 123, 3
26, 12, Directed, 124, 3
1, 13, Directed, 125, 1
4, 13, Directed, 126, 1
7, 13, Directed, 127, 1
11, 13, Directed, 128, 1
12, 13, Directed, 129, 1
16, 13, Directed, 130, 3
19, 13, Directed, 131, 3
21, 13, Directed, 132, 3
24, 13, Directed, 133, 3
26, 13, Directed, 134, 3
8, 14, Directed, 135, 1
11, 14, Directed, 136, 1
16, 14, Directed, 137, 3
20, 14, Directed, 138, 3
21, 14, Directed, 139, 3
24, 14, Directed, 140, 3
26, 14, Directed, 141, 3
2, 15, Directed, 142, 2
4, 15, Directed, 143, 2
5, 15, Directed, 144, 2
6, 15, Directed, 145, 2
9, 15, Directed, 146, 2
10, 15, Directed, 147, 2
13, 15, Directed, 148, 2
18, 15, Directed, 149, 4
20, 15, Directed, 150, 4
24, 15, Directed, 151, 4
25, 15, Directed, 152, 4
3, 16, Directed, 153, 2
8, 16, Directed, 154, 2
9, 16, Directed, 155, 2
11, 16, Directed, 156, 2
17, 16, Directed, 157, 4
1, 17, Directed, 158, 2
3, 17, Directed, 159, 2
13, 17, Directed, 160, 2
14, 17, Directed, 161, 2
16, 17, Directed, 162, 4
20, 17, Directed, 163, 4
23, 17, Directed, 164, 4
24, 17, Directed, 165, 4
26, 17, Directed, 166, 4
4, 18, Directed, 167, 2
7, 18, Directed, 168, 2
8, 18, Directed, 169, 2
9, 18, Directed, 170, 2
13, 18, Directed, 171, 2
14, 18, Directed, 172, 2
17, 18, Directed, 173, 4
19, 18, Directed, 174, 4
20, 18, Directed, 175, 4
21, 18, Directed, 176, 4
24, 18, Directed, 177, 4
2, 19, Directed, 178, 2
